avg_inflow,avg_outflow,savings_rate,volatility,academic_score,part_time_income,emi_count,label_score
19262,16094,0.15,0.58,9.1,3522,4,54
28649,23296,0.18,0.44,8.8,5757,0,81
27701,25050,0.08,0.58,8.7,0,1,51
20915,15416,0.28,0.28,9.2,0,1,93
10496,7998,0.28,0.44,6.1,0,1,75
26800,19634,0.26,0.11,8.9,0,3,94
14243,10228,0.26,0.26,7.2,6082,2,86
12071,9508,0.24,0.31,7.1,0,1,77
21633,15454,0.28,0.13,6.6,0,2,92
17517,13989,0.18,0.51,6.6,0,1,63
22555,16483,0.29,0.27,9.5,4462,2,95
20045,16644,0.18,0.58,8.4,0,4,55
16235,13132,0.21,0.43,9.1,4664,2,74
12765,8965,0.31,0.48,8.4,0,2,81
19255,16039,0.18,0.33,8.1,0,2,70
22279,17695,0.2,0.21,7.7,0,2,79
9517,7181,0.2,0.37,7.5,0,3,64
22554,16667,0.26,0.45,7.6,0,2,79
21710,19433,0.1,0.13,9.4,2244,4,64
17113,13054,0.22,0.42,9.2,7784,4,74
19881,17604,0.09,0.18,7.5,7812,2,67
14332,12827,0.09,0.49,9.3,2291,2,53
13810,11366,0.21,0.17,8.0,4530,1,84
8116,7902,0.08,0.56,8.8,4124,1,49
19742,14993,0.23,0.22,8.3,3065,2,85
16701,15001,0.11,0.28,9.4,0,4,57
21440,19154,0.09,0.44,8.3,0,3,50
26606,22726,0.16,0.27,8.4,0,0,77
15136,12039,0.21,0.1,7.5,4025,0,90
20148,16600,0.17,0.24,7.0,7360,3,72
9277,6212,0.28,0.42,8.2,0,2,78
13629,10420,0.2,0.35,7.7,0,0,76
23576,16894,0.29,0.53,6.7,4852,1,85
9857,9215,0.08,0.32,9.5,6832,4,54
26524,23686,0.1,0.29,6.3,7656,3,59
26915,19321,0.29,0.58,9.7,0,4,79
19760,13158,0.31,0.47,7.0,0,3,81
10602,8124,0.19,0.58,7.2,0,0,63
21338,14141,0.34,0.48,7.4,5942,4,87
22883,18773,0.18,0.16,8.5,4490,4,76
12912,11452,0.15,0.47,9.7,0,1,63
28739,25796,0.11,0.42,6.1,3009,4,49
27127,24468,0.09,0.16,8.8,0,2,66
13580,10023,0.26,0.56,6.8,7789,3,70
24877,21731,0.14,0.55,8.4,6748,0,67
23581,15594,0.32,0.34,6.8,4502,1,95
24269,18901,0.22,0.58,6.2,0,3,62
17177,15667,0.09,0.12,9.4,6392,0,77
25610,21073,0.18,0.42,6.5,4312,4,62
18194,16267,0.08,0.6,7.9,0,1,47
24564,21818,0.11,0.45,9.0,5044,0,67
8943,5904,0.33,0.41,7.4,5527,1,89
23614,17864,0.24,0.17,9.1,7709,4,89
15375,11804,0.21,0.29,8.4,3700,1,82
12959,9532,0.26,0.25,6.8,3212,1,85
23010,19339,0.18,0.52,8.7,3504,0,72
19861,15446,0.21,0.11,9.6,3878,0,95
15934,12577,0.19,0.15,8.7,2377,3,78
27981,18939,0.32,0.51,7.9,0,2,90
12057,11350,0.09,0.44,6.9,0,4,41
18386,15596,0.14,0.53,6.1,0,1,55
13310,9803,0.24,0.29,6.3,0,4,69
25059,23202,0.08,0.52,8.7,6434,2,53
28973,23539,0.2,0.26,8.5,0,1,83
23295,17606,0.26,0.15,9.0,0,2,93
15284,13881,0.11,0.26,6.8,5691,4,56
22607,20361,0.1,0.22,9.3,2063,1,69
8346,6676,0.23,0.31,6.3,0,0,76
22357,17289,0.21,0.32,7.4,5798,4,74
9177,6240,0.34,0.4,8.5,3347,4,82
19271,18280,0.05,0.29,8.8,0,0,58
16364,13377,0.2,0.19,7.1,0,4,69
14408,12943,0.09,0.15,6.2,3926,3,58
19948,18012,0.08,0.11,6.5,0,1,64
18119,14017,0.25,0.42,7.3,0,4,69
28325,22934,0.19,0.45,9.0,6423,4,70
12367,7997,0.35,0.55,8.3,0,3,81
10192,9948,0.06,0.54,8.4,7042,4,40
26477,18361,0.3,0.41,7.8,0,0,95
13535,12245,0.13,0.53,9.2,7879,0,65
8901,7557,0.13,0.26,7.7,6736,2,66
28844,23356,0.2,0.33,8.3,3317,4,73
22151,20151,0.08,0.44,7.9,2077,2,52
8900,7525,0.12,0.5,6.5,6669,2,53
19797,14425,0.27,0.3,7.5,4041,0,93
20656,14698,0.28,0.56,7.1,2038,1,80
22357,14891,0.35,0.27,7.6,5568,0,95
20811,15639,0.27,0.49,6.9,0,2,75
23347,21236,0.09,0.12,8.0,0,2,65
28830,21911,0.23,0.47,8.6,4608,4,75
11445,10388,0.08,0.54,8.9,3358,0,55
20373,17154,0.14,0.48,7.7,5910,2,62
18191,13634,0.24,0.19,8.8,0,0,92
25711,18851,0.26,0.17,9.3,0,1,95
17328,11647,0.31,0.21,8.1,7028,0,95
10076,7393,0.29,0.1,9.5,3936,4,90
27136,18635,0.33,0.3,8.3,6631,4,95
26534,23008,0.12,0.35,7.7,0,1,64
9864,6324,0.31,0.18,6.9,0,0,95
13249,9925,0.25,0.13,7.5,0,4,79
18754,17603,0.08,0.51,8.8,0,3,45
19372,15948,0.19,0.13,9.4,0,0,88
21649,14426,0.32,0.53,9.1,5578,3,89
21647,14752,0.33,0.38,8.4,7610,2,95
27431,24385,0.12,0.45,8.6,4650,4,55
13145,12657,0.06,0.15,8.5,0,2,58
16138,11727,0.29,0.44,8.4,2616,1,86
12792,12134,0.07,0.45,9.6,5401,2,53
20918,16717,0.2,0.52,9.4,6426,1,76
21197,15090,0.31,0.57,9.1,2150,3,82
16608,11836,0.27,0.39,8.5,3679,2,84
26361,19385,0.25,0.17,7.2,0,2,90
25263,17891,0.31,0.31,9.7,6518,3,95
21690,18589,0.16,0.35,6.3,6451,4,61
18317,16738,0.07,0.41,8.8,0,4,45
19989,13459,0.31,0.58,9.0,7370,2,88
24588,22283,0.11,0.21,9.6,0,4,61
25022,20844,0.18,0.35,9.3,0,4,67
29911,27610,0.08,0.25,8.8,0,3,57
12690,11744,0.1,0.21,7.9,0,0,66
29268,24128,0.17,0.19,6.1,7142,0,85
8446,6646,0.26,0.4,8.9,7868,4,74
28550,21309,0.25,0.33,6.9,0,0,90
21892,15975,0.28,0.39,6.8,7053,3,84
18079,12375,0.31,0.52,7.3,0,2,81
21578,17521,0.17,0.42,8.3,4465,3,67
22426,17687,0.22,0.45,9.1,0,4,69
22157,18972,0.16,0.47,7.4,0,1,63
15693,11446,0.3,0.26,7.8,0,2,88
26814,25159,0.06,0.28,8.1,0,3,51
20672,18811,0.11,0.53,9.0,0,0,58
15723,11576,0.27,0.2,9.0,0,1,92
27363,18878,0.3,0.56,7.5,0,4,78
17339,13853,0.2,0.25,6.6,3758,4,69
12506,8180,0.34,0.27,7.9,0,3,90
12835,8948,0.33,0.42,6.8,0,2,83
10846,8761,0.23,0.29,6.9,0,0,78
18145,15792,0.12,0.21,8.7,0,2,67
18147,15875,0.12,0.47,8.3,5521,2,59
19463,14150,0.29,0.21,9.5,0,2,95
29512,22582,0.24,0.16,7.2,0,1,92
17203,13573,0.21,0.35,6.1,0,4,63
16960,11449,0.34,0.56,6.9,7421,3,84
27754,25408,0.07,0.12,6.2,0,2,59
23497,19168,0.18,0.38,6.9,6923,2,72
13971,8879,0.33,0.4,7.5,4878,1,94
18218,14508,0.23,0.15,8.5,0,2,85
27404,25983,0.06,0.38,6.7,0,4,41
23173,17004,0.25,0.23,7.9,2331,2,89
17611,16767,0.06,0.42,8.7,0,2,48
26340,19688,0.24,0.56,9.0,0,3,73
9478,6560,0.26,0.5,9.8,0,2,75
10223,8960,0.16,0.27,8.0,0,3,62
20816,14994,0.28,0.11,9.7,3938,3,95
17365,10873,0.35,0.3,9.7,7370,1,95
28891,26679,0.09,0.18,7.5,0,0,68
24411,20820,0.16,0.13,7.7,0,2,75
8191,6517,0.24,0.59,6.9,4213,1,67
25543,17804,0.31,0.19,6.2,5086,2,95
12108,9360,0.26,0.22,8.8,0,1,87
24688,18297,0.27,0.54,8.9,6128,1,87
8699,8517,0.06,0.56,6.5,0,3,34
29109,28055,0.05,0.18,9.1,6397,3,59
25381,17624,0.31,0.28,7.1,5992,0,95
20146,14756,0.25,0.47,9.8,3388,4,76
9616,8703,0.09,0.34,7.8,0,4,47
26829,20556,0.24,0.32,7.4,0,3,79
24443,16990,0.32,0.2,6.9,0,0,95
12800,8312,0.32,0.25,9.1,0,1,95
24539,23086,0.06,0.32,8.6,7575,4,52
20019,15686,0.24,0.44,7.2,6699,1,80
8976,8480,0.06,0.58,9.1,6247,4,40
10008,6691,0.34,0.14,7.7,7107,1,95
9645,8678,0.13,0.12,7.8,5711,0,77
25453,20086,0.22,0.18,6.6,0,0,88
29023,25845,0.11,0.58,8.1,0,3,48
21807,18579,0.14,0.53,6.9,0,4,48
29089,25865,0.1,0.33,8.4,2836,2,62
15685,14773,0.08,0.31,6.2,6688,0,60
11949,9534,0.19,0.51,7.7,5021,1,67
10094,8640,0.12,0.3,7.8,0,3,56
23411,21811,0.08,0.41,9.6,4507,1,60
28398,25342,0.12,0.58,7.4,4065,4,47
12300,10879,0.08,0.35,6.5,0,3,47
21682,16857,0.23,0.4,9.8,2757,3,78
22896,18161,0.2,0.48,8.9,3824,4,67
14587,10944,0.24,0.4,8.4,0,0,81
13643,11410,0.2,0.51,6.9,2452,4,56
24805,18203,0.28,0.47,7.3,4840,1,87
24754,22789,0.08,0.23,8.8,0,3,57
19776,17309,0.13,0.38,6.6,5174,2,60
11771,8243,0.31,0.18,9.3,0,4,88
9290,6946,0.22,0.35,6.7,3458,3,68
9231,8009,0.08,0.28,6.0,0,0,57
17970,13679,0.23,0.58,8.4,0,2,68
11468,10267,0.14,0.23,8.0,0,2,65
8783,7160,0.19,0.12,9.3,0,0,84
24413,17007,0.3,0.18,7.9,0,0,95
17570,12779,0.3,0.32,8.0,4331,4,84
8144,6974,0.19,0.47,9.5,2336,1,68
26087,22015,0.14,0.15,8.9,0,3,72
29226,23853,0.17,0.45,7.0,0,2,66
24904,21861,0.12,0.36,6.6,2363,4,53
27132,25977,0.05,0.43,6.7,5772,1,50
24374,22334,0.08,0.56,9.6,2416,4,45
25431,22618,0.11,0.13,7.1,0,4,60
19242,16149,0.15,0.35,8.8,0,2,66
28624,21259,0.26,0.15,9.7,2723,2,95
15374,10396,0.34,0.52,6.8,5712,1,89
26999,23892,0.1,0.29,6.4,0,3,55
8393,7174,0.2,0.15,8.6,6994,4,75
19238,15244,0.21,0.45,6.1,0,3,63
18518,14777,0.2,0.17,8.2,2280,1,84
26993,22246,0.19,0.1,6.3,2229,1,84
10016,6295,0.33,0.22,8.6,3836,2,95
17995,14545,0.19,0.51,9.5,7742,3,69
15791,10189,0.33,0.34,8.0,3817,2,94
17592,15711,0.12,0.13,6.5,2760,4,60
23209,15796,0.34,0.27,6.0,0,0,95
25645,22360,0.11,0.57,7.1,0,3,47
22948,20458,0.13,0.41,8.0,0,2,59
11002,8590,0.23,0.55,8.9,4317,1,73
11705,10061,0.14,0.22,6.2,3945,0,71
17935,12402,0.29,0.33,9.8,0,1,94
20878,15655,0.26,0.43,7.2,2948,2,79
14517,12521,0.12,0.16,7.3,0,2,65
9179,6079,0.32,0.4,9.3,0,1,89
19823,16197,0.17,0.14,8.7,3317,3,77
14467,13554,0.06,0.46,6.3,0,2,42
21028,15539,0.27,0.43,7.2,0,2,79
16292,11877,0.3,0.19,7.2,4773,1,95
10670,8796,0.14,0.21,6.8,2272,0,72
25803,23299,0.11,0.14,9.7,4956,1,77
27141,22116,0.2,0.6,7.6,0,0,70
27303,21310,0.23,0.18,8.6,0,0,94
22107,20290,0.06,0.34,8.5,0,0,59
8150,5737,0.25,0.49,9.8,0,1,76
21422,17383,0.2,0.59,8.5,0,2,64
17504,12569,0.26,0.18,9.4,5014,3,92
16804,11144,0.33,0.54,8.4,5383,1,91
14199,13149,0.07,0.58,9.6,0,2,45
15756,13830,0.14,0.4,6.8,7978,3,59
26766,22527,0.16,0.32,6.9,3600,1,73
17376,11343,0.32,0.25,7.3,0,2,94
20064,14795,0.28,0.2,6.2,0,3,84
9737,7454,0.24,0.47,7.2,6156,4,66
15645,10658,0.32,0.21,8.3,0,1,95
29229,21927,0.25,0.13,9.4,0,4,91
22945,17017,0.24,0.37,9.7,7784,2,89
27892,26468,0.06,0.58,6.2,7067,0,48
27761,25377,0.1,0.58,6.2,2109,3,43
13580,11827,0.16,0.39,9.0,4475,4,61
22178,19476,0.13,0.24,9.7,6508,4,68
20454,18530,0.11,0.24,8.5,0,4,57
28734,24699,0.14,0.25,6.5,0,2,66
23436,16883,0.29,0.22,7.5,4883,4,90
11074,7302,0.3,0.4,9.5,0,0,91
10277,8777,0.19,0.17,9.4,0,3,73
25723,17103,0.34,0.29,6.6,0,0,95
17761,13852,0.22,0.21,8.9,7258,3,84
28677,21934,0.25,0.51,6.1,5740,4,72
22402,16840,0.27,0.29,6.6,0,1,87
15518,12712,0.15,0.12,8.9,6788,0,86
19099,15262,0.22,0.41,6.9,0,4,64
21890,17399,0.19,0.42,8.8,0,4,65
18575,13907,0.24,0.45,7.2,5702,1,80
27844,24648,0.13,0.57,9.3,0,2,56
8829,6844,0.26,0.15,6.2,5229,2,84
15091,11539,0.22,0.4,8.4,6028,3,74
20962,19706,0.06,0.59,8.3,7597,3,43
9579,8728,0.13,0.47,6.9,7282,1,59
25313,21111,0.17,0.49,9.3,6235,0,76
21875,14644,0.32,0.18,8.4,0,2,95
23204,20057,0.15,0.26,8.2,0,2,69
29900,25923,0.12,0.41,8.5,0,3,58
24281,23080,0.07,0.57,6.7,0,3,37
29693,19798,0.34,0.25,8.4,2348,3,95
23047,21925,0.06,0.41,6.2,0,4,38
25638,23631,0.06,0.43,9.3,0,3,48
9334,8356,0.09,0.26,9.2,0,3,56
8923,6206,0.34,0.59,8.6,0,2,78
21314,19627,0.09,0.1,8.0,0,2,65
14343,9142,0.35,0.21,9.2,3789,0,95
28729,26086,0.09,0.38,6.5,0,4,46
14328,13124,0.09,0.55,8.1,4057,4,43
12285,11817,0.07,0.48,8.5,4269,0,54
11437,8010,0.29,0.4,7.6,0,4,73
24599,16216,0.34,0.54,6.9,2786,4,84
8517,6662,0.18,0.44,6.2,7310,3,60
24059,21950,0.1,0.34,6.5,0,3,51
23589,17765,0.23,0.57,7.0,3493,1,74
8683,7879,0.07,0.31,9.1,4752,0,63
13279,9657,0.26,0.19,9.0,0,4,81
28606,18715,0.33,0.42,8.7,2071,0,95
14082,13622,0.05,0.55,7.6,4129,2,41
13473,10220,0.24,0.12,9.7,7693,1,95
13014,9973,0.22,0.44,7.0,7985,2,73
21181,19130,0.11,0.15,8.9,6771,0,78
25952,24074,0.08,0.48,8.2,7185,4,48
20231,14057,0.31,0.17,6.3,0,1,95
21738,17978,0.17,0.32,8.4,3201,2,73
15915,11076,0.31,0.54,6.8,6037,0,87
29111,19410,0.33,0.57,9.7,0,1,95
14244,12563,0.09,0.4,6.4,0,3,46
24308,18110,0.26,0.54,8.1,0,1,80
24640,21621,0.14,0.59,7.1,0,2,52
27856,24357,0.13,0.51,6.5,0,0,60
11349,9665,0.13,0.2,6.5,7498,2,67
29021,25724,0.12,0.45,7.2,4887,0,65
28964,23920,0.19,0.29,8.3,0,2,76
15997,12088,0.27,0.29,7.8,0,4,77
28108,26031,0.08,0.11,7.7,0,4,57
10876,7486,0.34,0.36,7.8,0,1,90
26540,18776,0.28,0.56,7.3,7139,2,85
18644,12578,0.34,0.18,7.6,5921,3,95
9920,7159,0.25,0.56,7.3,5309,2,70
21644,20418,0.05,0.53,8.9,5156,0,53
27107,19307,0.29,0.6,7.6,0,3,77
28526,22461,0.2,0.44,8.7,0,2,74
20595,16880,0.17,0.41,7.2,0,2,64
9485,8757,0.08,0.54,6.3,6511,2,45
18568,17313,0.06,0.57,7.4,0,0,46
23559,20359,0.15,0.58,8.9,6967,1,65
18256,15774,0.15,0.45,7.2,2908,3,57
8626,5717,0.33,0.18,8.1,0,4,87
15786,13688,0.11,0.29,6.5,3427,4,54
29854,20436,0.33,0.15,7.8,7734,3,95
13678,12228,0.09,0.13,9.2,0,1,68
23056,20462,0.11,0.54,6.4,0,0,54
22643,18563,0.18,0.32,6.1,0,4,62
23742,21486,0.09,0.21,6.2,4538,3,58
16347,10918,0.32,0.58,7.7,0,2,80
9268,8798,0.08,0.58,8.7,0,2,43
15134,10311,0.31,0.34,7.0,6083,3,87
10786,7778,0.28,0.44,8.4,0,0,83
21657,19092,0.1,0.31,7.1,5235,1,64
28252,23416,0.17,0.12,8.2,0,0,86
15152,14025,0.05,0.32,9.6,2090,2,55
14165,11868,0.15,0.53,8.8,4582,0,67
10350,8428,0.21,0.56,8.2,2910,4,57
20584,15664,0.22,0.32,9.2,3994,1,86
27705,25927,0.07,0.29,8.3,0,4,49
24656,21138,0.14,0.12,6.9,7301,2,76
26489,23556,0.1,0.4,9.1,0,2,59
13563,11530,0.16,0.21,6.9,0,2,67
15428,12525,0.16,0.21,9.7,0,0,81
26526,24540,0.06,0.56,6.6,0,4,34
11701,8286,0.31,0.56,7.4,3905,0,84
19949,14523,0.26,0.1,8.8,4991,1,95
10619,8907,0.19,0.47,8.6,6754,3,65
13285,11467,0.12,0.39,9.1,2670,0,67
29268,24402,0.15,0.34,6.9,7591,0,77
20737,18168,0.11,0.13,7.5,5657,2,70
28483,23902,0.16,0.36,8.3,0,4,63
28529,22365,0.23,0.31,9.6,4282,4,82
26868,23965,0.1,0.31,8.1,0,4,54
20665,14236,0.3,0.51,6.2,6296,1,87
26456,24253,0.1,0.16,6.5,0,3,59
13117,10951,0.2,0.36,6.8,6280,3,67
16823,11834,0.3,0.44,6.7,0,2,80
28637,19769,0.32,0.25,8.3,0,4,95
18106,15221,0.15,0.34,9.7,0,4,62
29802,26060,0.11,0.46,6.6,6849,3,56
16364,14340,0.1,0.16,6.9,0,2,62
28693,20690,0.28,0.45,7.6,0,3,82
23395,19582,0.16,0.58,6.7,5778,1,62
20336,14996,0.28,0.24,7.3,0,2,88
8170,6746,0.15,0.27,9.2,4946,3,67
11407,8874,0.24,0.2,7.8,0,0,86
15998,12319,0.21,0.23,9.4,0,1,84
29869,20788,0.29,0.46,7.7,0,4,82
17995,16271,0.07,0.56,6.1,7006,0,51
14251,13107,0.08,0.22,7.2,0,3,53
26022,16811,0.34,0.11,9.0,5413,2,95
24713,18645,0.26,0.12,9.2,0,4,89
22603,17611,0.22,0.49,6.3,0,4,62
8399,7204,0.17,0.6,6.3,7895,2,55
19308,17837,0.06,0.11,9.6,6288,1,71
28405,24691,0.14,0.26,6.3,0,4,59
28491,26513,0.07,0.1,6.6,4453,0,69
14349,12346,0.12,0.51,9.4,6436,1,63
22165,20666,0.08,0.3,6.4,6977,0,63
9470,8566,0.14,0.59,7.2,4580,4,45
17132,15995,0.05,0.29,7.4,0,1,53
27225,18779,0.32,0.49,8.9,6013,0,95
17361,16367,0.06,0.37,9.2,0,0,57
28374,26100,0.07,0.19,9.4,0,0,69
15833,14389,0.12,0.5,7.5,5431,1,57
29040,19361,0.32,0.45,6.5,4627,2,94
24356,18971,0.21,0.14,9.7,3900,3,88
27036,20930,0.21,0.53,6.7,0,3,65
15668,14703,0.05,0.45,9.3,0,2,47
17482,11608,0.32,0.51,9.7,0,3,85
23897,15561,0.33,0.34,9.2,7200,3,95
29062,25285,0.14,0.55,8.7,3772,4,55
27584,22904,0.18,0.19,9.0,5166,1,86
26608,19197,0.29,0.54,8.9,7940,2,90
8988,5515,0.35,0.5,6.8,2462,2,83
16916,11865,0.32,0.35,7.1,5293,1,94
8157,6218,0.24,0.17,8.7,6281,2,86
18374,12311,0.33,0.45,7.2,7172,3,88
21565,14616,0.33,0.24,9.7,5473,2,95
21680,20204,0.08,0.22,7.8,7445,3,60
8485,6793,0.23,0.29,7.8,5157,4,71
17991,15944,0.12,0.54,7.4,2704,0,58
28806,26504,0.08,0.46,7.4,6466,4,47
20349,15310,0.26,0.25,6.9,3688,3,83
23975,15680,0.34,0.42,6.1,7857,4,91
12480,10110,0.22,0.19,9.0,0,1,83
26944,21276,0.21,0.49,8.3,2924,4,68
12786,10393,0.18,0.46,6.4,0,0,65
27785,21268,0.23,0.42,9.2,0,3,78
29269,26698,0.09,0.24,8.9,2969,4,59
19597,14605,0.23,0.11,7.2,0,4,80
25291,19152,0.25,0.28,7.6,2432,3,83
27020,20350,0.23,0.44,8.8,0,1,82
29639,25035,0.16,0.15,8.0,0,2,77
27349,25783,0.05,0.4,9.2,5851,4,48
21593,20322,0.07,0.16,7.2,0,2,57
23454,20174,0.14,0.34,9.3,0,3,64
14515,11667,0.21,0.16,7.2,3665,0,86
8739,7679,0.14,0.42,6.5,3804,2,56
27435,19943,0.27,0.14,7.7,5593,4,93
18441,17375,0.08,0.52,9.2,2992,2,50
16206,14030,0.16,0.31,6.5,6078,3,64
28726,22784,0.21,0.28,8.5,0,2,81
20821,14048,0.33,0.44,8.0,0,4,84
22504,15205,0.34,0.17,9.5,2951,3,95
17583,13998,0.18,0.5,6.4,0,0,66
14710,12296,0.19,0.39,9.2,3711,1,74
12869,9109,0.26,0.37,8.7,0,1,83
15418,11386,0.27,0.36,6.5,7242,4,76
